App,review_date,review_description,rating,thumbsUpCount,developer_response,developer_response_date,appVersion
Zomato,14-05-2023 17:49,"Uninstalling the app as it is of no use when you don't have delivery partners. Even though the restaurant keeps the food ready, Zomato 's delivery partner ensure that the food becomes cold or not in a condition to eat when they deliver it. I would recommend everyone to get out of your comfort zone and get your own food from the restaurant or eat it there coz you will realise soon(if not yet) that - Charge per food item is more, delivery fee, etc and food is mostly delivered late with zomato",1,21,,,17.4.6
Zomato,20-05-2023 15:25,"I used Zomato app to book a slot for dinning. I contacted the restaurant regarding the same only to find out that there's no booking. I would like to reach out to zomato customer care to get this issue sorted out only to find out there is NO help / support section. I am being forcefully redirected to some FAQ page. I would love to rate this app ZERO to express my insane disappointment. 👎 Also, tried to pay for my dinning bill via Zomato app. It failed several times. Looks like offers are fake",1,61,,,17.5.0
Zomato,23-05-2023 05:39,"Very bad service by this app. Worst thing is you cannot reply back to a customer care guy, when there is a problem there could not be the option that we might trying for and after there is no option for even typing. It would be good if zomato can give back the refund to zomato wallet but it is giving back the amount as a coupon. Let's say I got a refund as a coupon of 110 rupees if the restaurant is already giving 120 rupees of coupon what should I do with this when you can use only one coupon.",1,25,,,17.5.0
Zomato,10-05-2023 09:07,I have been using Zomato for a long time now the app is great and is really user friendly. however some of the delivery partners are very rude and have no sense of talking to the customer. They act as if they are providing the food for free. They don't even refrain using foul language with the customer,1,18,,,17.4.6
Zomato,22-05-2023 13:08,"App's good most of the time. But sometime it shows that restaurant is closed when we have added items in the cart (manually). When I got really bad experience was from a restaurant it listed and rated 4.1 in app. The taste was like really bad, foul smelling food. I got a promo code equivalent to my order amount btw. Great service from Zomato. One star is missing because of the listed restaurants being shown open for a second, and closed when I am about to pay. Thx🙋.",5,11,"Hi there, glad to hear that! Thank you for your feedback.",08-01-2023 16:18,17.5.0
Zomato,03-06-2023 11:40,"I mistakenly chose the wrong address, and even after discussing the issue with the rider, I was unable to change the delivery location. Unfortunately, as a result, my order was canceled. When I reached out to customer care regarding the situation, they informed me that they would not provide a refund.",1,19,,,17.5.0
Zomato,04-07-2023 11:24,Bad customer support. Cant contact support team. Delivery partners rate the customers low if they don't get tip in cash. This feature should be removed. I had got lower ratings from delivery partners as I didn't offer any tip. The partners are already getting paid for delivery why would I pay them extra ?,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we’ll get this checked immediately.",21-07-2023 07:16,17.5.7
Zomato,25-05-2023 19:43,"They expect us to wait more than the said time, also they fool around with auto generated texts!!! Can share screenshots if necessary!!! Recently, I received food which had turned stale, they don't even bother to reply back in a legit way. Uninstalling the app right away!!!!",1,26,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",18-10-2022 04:53,17.5.0
Zomato,14-07-2023 18:09,"I had ordered food today. After waiting for 1hr 20 mins (its 11.36 pm right now) I was told that the restaurant did not have the item so they will provide me with a refund. That too this resolution comes after I connected with the customer care. They first provided me a refund of a part of the amount. After being told that full refund was not made, they bothered to return the remaining amount! This is where zomato service has come to!",1,3,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we’ll get this checked immediately.",21-07-2023 07:58,17.5.9
Zomato,05-06-2023 21:37,"Last few experience have been bad. The prices keep rising and quality keeps falling. The last order, the food smelled like rotten cabbage. Would have made me sick if I had eaten it. They didn't give me a refund. I'll be saving my money and health by going to the restaurants directly from now on. Or better yet, eating at home.",1,20,,,17.5.2
Zomato,04-06-2023 16:17,"Worst customer service ever, they couldn't provide any resolution for the problems occured due to their technical glitches. I was charged with cancellation fee for cancelling an order even though the address got changed due to their technical glitch... the customer service turns of the chat without consent if they couldn't find a solution, neither is there a customer service call option. Worst service.",3,31,"Hi there, we're sorry to hear that. We are constantly working to improve our support infrastructure. It would be great if you can share your concern at psreviewsupport@zomato.com, so we can address the same on priority.",31-12-2022 17:11,17.5.1
Zomato,19-06-2023 14:27,"Don't buy Zomato gold , it's a new scam started by Zomato. They are giving multiple orders to a single delivery partner to reduce operation cost which is making delivery delay. And the full refund if it's not in time is also not 100% on order value and that too within 3 days you will have to use that refund coupon. Totally frustrated. Gone a post the same in all social platforms",1,18,,,17.5.3
Zomato,08-07-2023 06:02,Delivery time is now higher than 1 hour. As they give multiple orders to same delivery person from same restaurant or different restaurant. Although they give claim benefit. But when you need Zomato is not for you for quick delivery. Rest app is good. If this doesn't change will leave the Zomato,3,3,,,17.5.8
Zomato,15-05-2023 13:15,worst app ever even though I am a gold member they don't allow me to talk to customer executive and doesn't provide refund for missing items this was way too much I haven't received the item which I'm paying for this was horrible. I'm paying for nothing I could've used swiggy they atleast provide costumer service which you don't and I lost my money in this horrible app never buy a gold membership. they're just horrible.,1,19,,,17.4.8
Zomato,25-06-2023 07:40,"Zomato charges extra on every item on the menu. Every item has atleast 30-50 rupees extra compared to the hotel menu. On top of that, high delivery charges have to be paid + taxes are added separately. Why does a customer have to pay 100-150 rupees extra per order, when it would be only 30-50 rupees extra only for delivery? Plus, I don't think any of the feedback is ever acted upon. What you are failing to understand is that affordable prices can ensure an expanding customer base.",1,23,,,17.5.4
Zomato,25-05-2023 14:39,"Worst service ever. The delivery time before ordering was 20 minutes. After ordering, the time changed to 70 minutes. The chat support dont even cancel my order. They say that I will be penalized. I am better of with relying only on Swiggy.",1,21,,,17.5.0
Zomato,14-05-2023 06:58,"Delivered incorrect items twice and denied refund.I am not sure what happened, but it seems like the food delivery app is a scam. They are not accurate, they are not reliable, and they are not customer-friendly. I would strongly advise everyone to avoid this app.",1,20,,,17.4.8
Zomato,01-07-2023 20:18,"They promise for free delivery after zomato gold subscription but they don't give, or they don't take order when they the restaurant is little far ( to save there dilevery cost) I use to pay extra to delivery when I wasn't using Zomato Gold for the same time and restaurant for which they are not taking order now whereas the swigy take for the same , many times the restaurant they have tied up sent very bad food but they don't take action...I recommend to taken swiggy subscription not Zomato gold",1,16,"Hi Rishabh, please write to us at psreviewsupport@zomato.com and we'll reach out to resolve this immediately.",04-07-2023 15:54,17.5.6
Zomato,12-07-2023 14:49,Charges are changed a lot. If you go directly you can save atleast 30% to 100% of your total bill. Just assume how many extra charges are implied. Each and every item they charge 30 to 50% or even more sometime and then delivery charges Basically zomata has to charge only for delivery but here they are charging on food and delivery together. Rating 0,1,4,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we’ll get this checked immediately.",21-07-2023 07:49,17.5.9
Zomato,16-07-2023 15:35,#VERY PROBLEMATIC out of 10 times only 2 times it shows delivery available if 8 times its not then kindly mention it #delivery #restricted to #specific #areas only!!!!!!!! Still the same they don't even resolve the issue quickly nor do they give any fair resolution.,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we’ll get this checked immediately.",21-07-2023 08:06,17.5.9
Zomato,05-07-2023 18:31,"When you guys are unable to deliver product or food on time, you should immediately issue refund and compensation, you guys have become useless. Support executives don't provide any actual support except standard reply and a call back message. I wish there was an option to provide negative ranking, but I am giving one, because to put my comments I have to give at least one.",1,0,"Hi Mohit, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",11-07-2023 11:05,17.5.8
Zomato,24-07-2023 18:08,"5 reasons Swiggy is better than Zomato 1. Zomato don't have offers, meanwhile swiggy has lots of Offers and eligible for many restraunts. 2. Their delivery fees, tax and restaurants charges are always higher. 3. Not have much restaurants, mostly premium restraunts are there on zomato. 4. Swiggy always delivered food on time, Zomato will take more time as per their estimated shown time.(I did it personally from many restraunts) 5.Customer support is very good, you can get your solutions quickly.",1,0,,,17.6.0
Zomato,09-06-2023 15:43,"Hey zomato team, recent days I found ,app is not list out the restaurants properly which are able to deliver to my location which means most of restaurantsare hidden.i used to type the restaurant name then only I can able to book order from particular restaurant ,what is the reason behind this ?why complete list of restaurants which are able to deliver to my location was not shown while open zomato app,disappointed with zomato app",1,16,,,17.5.2
Zomato,04-07-2023 13:09,On 2nd of July i ordered two pizzas out of which toppings of one of the pizzas were spilled all over the box. I agree that the delivery was 10 minutes early but what is the use of such a delivery which does not even give us anything to eat. I started using Zomato after a year and this is what they give me back to never ever use this application again . I asked the support for refund they initiated a refund of 20.28 for a pizza that costs 109. I sent a mail at the same time but still no response.,1,11,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we’ll get this checked immediately.",21-07-2023 07:16,17.5.4
Zomato,21-07-2023 15:10,This is an honest review. Have been ordering from Zomato for several years now. Best experience only when covered under Gold membership as any offers & delivery fee waiver will be available. My previously purchased membership till 2027 was abruptly dissolved by Zomato citing operational changes which was unfortunate and does not reflect good on Zomato promises at the time of purchase. Besides this the online menu prices are significantly more from in-restaurant prices in most cases.,5,1,"Hi Vikas, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",23-07-2023 10:26,17.6.0
Zomato,03-05-2023 08:23,"I'm having issue using my existing Zomato credit balance while placing order. Why does your app require to add any CC details for me to allow pay via credits? Isn't that a flawed logic built in your system? Zomato credit must work like wallet, even without linking any card or account your app should accept the money lying in there, which is not the case. I'm facing difficulty in utilizing my existing Zomato credit due to this issue. Get this hard logic corrected asap.",1,24,"Narasimha, we are sorry to learn you don't like the update. However, it'd help us improve if you could drop us a detailed mail (help@zomato.com) with what you would want us to change. If possible, attach screenshots too. Thanks.",30-11-2018 05:24,17.4.6
Zomato,08-06-2023 16:23,"DONT TRY THEM. THEY HAVE BECOME INSANE. MY FAULT TO TRY THEM AFTER 5 YRS. Worst experience. They pickup payment from Paytm without any information or consent. No scope for pre order or cancellation. After placing the order, you have to ask the customer care executive about the mode of payment and changes in the delivery timings and the process to cancel the order. A BIG NO. THE APP IS NOT AT ALL USER FRIENDLY NOR ARE THEIR SO CALLED POLICIES WHICH THEY DONT INFORM AFTER CHANGES.",1,78,,,17.5.2
Zomato,10-06-2023 14:30,"I have been ordering from zomato from quite sometime. They have decent offers, good spread of restaurant and delivery is usually fine. Their customer care leaves a lot to be desired for. When something goes wrong, then they are not the most helpful or proactive. I had to use twitter to get refund for my missing items.",3,15,,,17.5.2
Zomato,29-05-2023 11:31,"Zomato takes high prices of the food. If we compare the actual prices from hotel, there will be 20% increased cost in Zomato menu. Apart from that there are very high charges for delivery even within 2 km. Better we should visit the hotels instead of ordering from Zomato if possible to go to hotel.",1,21,,,17.5.1
Zomato,07-06-2023 20:00,"I love the way you guys have put a lot of thought on developing the app. The don't ring the doorbell button, pet at home button, I really love how the app has grown over all these years of munching. Also you know what? I got that idea of ""order for someone else"" long way back before you implemented it. But kudos. Best wishes from a really happy customer. ❤️",5,25,,,17.5.2
Zomato,21-05-2023 08:09,The app doesn't have any customer help support. Only the virtual assistant is available which is is not able to resolve customers query. The Zomato itself doesn't care about the mistakes it's partner restaurant does not it will listen to your problems no matter wherever you reach. I was gold customer but now I am not all gonna use this app. There are multiple other options available.,1,13,,,17.4.8
Zomato,17-07-2023 10:27,"The worst fraud service, I order from Zomato and did payment, it got successful still executive said payment not done , I paid twice for the same order as executive told me it will get refunded, it never got refunded. Written multiple email still no Proper response and status update , pathetic service or would say its fraud. Never order from Zomato",1,1,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we’ll get this checked immediately.",21-07-2023 08:09,17.6.0
Zomato,27-05-2023 07:16,I get offers in almost all the orders. I like Zomato. Sometimes restaurants charge so high for GST and delivery that is unexpected coz other apps doesn't charge that much. The only bad thing about this. Otherwise it's awesome,4,6,"Hi Neeta, glad to hear that. Thank you for your feedback.",08-11-2021 09:24,17.5.0
Zomato,18-07-2023 13:36,Worst app...I have ordered food and the payment got cancelled...it's already 10 days and yet no refund is issued...I have sent multiple emails and even the customer support members are too rude and careless not even willing to listen to the issues we are facing... just simply closing the chat and leaving....this happened multiple times,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we’ll get this checked immediately.",21-07-2023 08:13,17.6.0
Zomato,18-05-2023 12:19,"My experience is ok ok...the delivery charges has increased, earlier we get coupon but now a days rarely we get it .. sometimes even the food also get delivered late and cold food,in this summer season even the taste of the food feels like it is made and kept it from a very long,does not taste fresh...if I am paying enough then I definitely expect a good and fresh food.Hope my review really matters for Zomato to improve the service and quality of the food also Thankyou...",2,8,,,17.4.8
Zomato,11-07-2023 09:57,"I really like this app. The interface is modern and it's highly responsive and can take a lot of load. Also, Zomato itself is a pretty convenient option for anyone living alone without much time.",5,4,,,17.5.7
Zomato,18-05-2023 06:02,"I think Zomato improved a lot. Never missed any food delivery this year. I would greatly appreciate if you can make a reminder to book food inside your app.This is the thing, i always forget during my work. I am using Zomato regularly for my lunch in office.But only during the lunch break i remember to order the food.This feature will be a simple one to implement",5,8,"Hi Lins, sorry to hear about that. Please write to us at psreviewsupport@zomato.com & we'll get this resolved ASAP.",17-02-2022 10:11,17.4.8
Zomato,02-07-2023 15:58,"I would have rated 0 but there's no such rating so I had to give a 1 but it doesn't serve a star! Zomato services are the worst. First of all restaurants pack wrong food items and behave rude when asked for refund. Zomato doesn't give refund istead it gives coupon which automatically gets applied on any order you place and their it breaks all my trust on this app. I had to bear 200Rs without having worth it food! Never gonna reinstall the app.Utterly disappointed, would never suggest others.",1,16,"Hi Sneha, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.
",07-07-2023 13:38,17.5.6
Zomato,08-07-2023 15:46,Definitely very good app for food delivery as well as restaurant listings. Offers are also good most of the times. Delivery fee for very nearby areas is too much sometimes.,4,0,,,17.5.8
Zomato,19-07-2023 17:27,Extremely bad behaviour of the customer care executive after placing the order I didn't received the food and they said they will not return my money also. They have eaten my food as well as my money 😡Never order food from this site anymore after this in future. I didn't expected this from Zomato.😡 I had a pathetic experience with Zomato. Taking pre payment not delivering food and not refunding my money just can't imagine. I have already uninstalled this app.,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we’ll get this checked immediately.",21-07-2023 08:18,17.6.0
Zomato,24-05-2023 17:08,I have a strict complain on the delivery services of the app it is the worst option to choose at night time cause I ordered it due to an emergency and this is was happened it is my second time doing this at night after i ordered the delivery didn't came and when I called to confirm they said the order got cancelled just due it was getting late even though it was 8. If I had to to order anything this would be my last option. This message may reach to families like mine,1,16,,,17.5.0
Zomato,20-07-2023 16:10,Always deliveres late food. Maps is not useful not showing the right way. For 1km distance takes a hour to deliver food.....for me no options available in locality for order food.. So stuck with them...,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we’ll get this checked immediately.",21-07-2023 08:22,17.5.9
Zomato,15-07-2023 14:06,I have been using Gold membership. My gold membership ends up aprox sep month. Last few days  unable to get my gold member offer. Because  when I check my account it showing like new Account .there is no previous order history. I lost everything  in zomato .before 3 days  i already raisex complaint .Till now no support from  your team. Really fedup with your service,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we’ll get this checked immediately.",21-07-2023 08:00,17.6.0
Zomato,22-06-2023 11:12,"Absolutely horrible service in the recent times , since you can't talk to any agent on call or text on the app itself. Been getting defected, different orders , items have been missing as well as the food is completely ruined during the delivery and all i can do is write a mail for which an autogenerated apology is all i get everytime . No care for what the customer is getting even after buying Zomato gold. Absolutely pathetic in customer care department. Not worth using the app anymore.",1,20,,,17.5.4
Zomato,18-06-2023 08:29,"Poor cust. Experience. I ordered items from a bakery that were wost decorated and taste was horrible. I clicked the images and when I wanted to share, I had an option to either upload images/video. Then I am asked to send email to support which will resolve the issue in 72hours. That is a fake automated email and nothing has been done. I want my refund🤬",1,25,,,17.5.4
Zomato,13-07-2023 10:12,Their customer support is so bad... I don't get resolution from them. I have tried n number of times to connect with customer support but I didn't get any help. Not happy with their service. Swiggy is better.,1,1,,,17.5.9
Zomato,21-07-2023 15:46,"Zomato's service has been consistently disappointing. Frequent issues with delayed deliveries and wrong items have made ordering a frustrating experience. Today, an item was missing, and their customer support was unhelpful, refusing to take responsibility.",1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we’ll get this checked immediately.",21-07-2023 15:50,17.6.0
Zomato,09-06-2023 03:29,The only// major issue with zomato is that there is no quick resolution...the whole of the other app system are equipped with quick response. While zomato is still using the older version of the resolving complain.which is ridiculous ..even now this issue is on...no improvenment ...customers are the suffers.,2,13,,,17.5.2
Zomato,05-07-2023 11:59,This is the worst food delivery app. Better to order through other delivery app or else eat biscuits rather ordering through zomato🙏 today after ordering food I received after almost 2hr!! The help executives are so arrogant that they closed chat window as their wish without solving my problem. + I choose bengali language as my preference language from the option they showed! Surprisingly they have no executives to communicate in bengali!! Too bad experience overall!!,1,1,"Hi Parveen, we're sorry to hear that. We are constantly working to improve our support infrastructure. It would be great if you can share your concern at psreviewsupport@zomato.com, so we can address the same on priority.",11-07-2023 10:24,17.5.8
Zomato,20-07-2023 12:24,"I didn't receive my order and they app showed delivered, it was a prepaid order, when I emailed they said order was delivered that's it, no confirmation from delivery partner or or if I got the order or not,. Being rude on email not replying anymore.. I believe they will reply once there complaint will be on Twitter..",1,4,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we’ll get this checked immediately.",21-07-2023 08:20,17.6.0
Zomato,11-05-2023 09:23,Whenever I search for any dish and select one restaurant... After some time it always gets closed and shows there are no delivery partners nearby... How can this be possible at every single time... I have ordered 20-30 times.. Still the same problem continues every single time.. Always the deliveries gets closed,1,12,,,17.4.6
Zomato,15-07-2023 08:52,"It's an amazing app for ordering foods, but sometimes the delivery persons don't delivers the food to my doorstep, they will stand in another area and says that I have submitted the location where they are standing! I don't know why, if you could help me over this 'it will be a great help for me!",5,2,,,17.5.0
Zomato,14-05-2023 13:16,"Don't use zomato, especially if traveling i placed an order a few days ago and they refused to deliver the food at the train platform. They cancelled the order from their side ,and my amount hasn't be reimbursed yet . Was a large disappointment from their part,as they don't even provide a customer care number",1,16,,,17.4.8
Zomato,14-05-2023 07:14,The worst customer service experience ever. The delivery boy didn't give my order and it showed order delivered. When I tried calling he said he tried calling me but I didn't pickup. I haven't received any incoming call from him. When I saw the order as delivered I called him and he said he got another order it will take another 15 minutes to come back. I said ok. He didn't pick up my calls after 15 mins. Even after 2 hrs of placing the order I didn't receive it. Worst experience ever.,4,14,,,17.4.8
Zomato,14-07-2023 15:40,Earlier we use to get better offer but nowadays due to tax and gst and delivery charge the food has become very expensive. I like the service of zomato . But ny 3rd last order which was from lazeez fast food i received wrong order but even after complaining i didnot get my refund back . The executive didnot solve my problem and just closed the chat . That was very disgusting. Earlier whenever i had any issue the zomato handled it very politely and i was satisfied too,3,0,,,17.5.8
Zomato,04-07-2023 14:12,I get experience of this app in India as well in Dubai.. such a super service. Just to add one thing that delivery partner should have to check that order as per provide instruction.. some times it fails.. just lookafter it...,5,0,"Hi Mihir, glad to hear that! Thank you for your feedback.",25-03-2023 12:39,17.5.7
Zomato,14-05-2023 09:17,"This stupid glitch is costing me double the amount of money that I should be paying, My order is getting messed up, whenever I'm adding rotis or Paratha in quantity, and if i replace any other item on cart, app sets my roti count to 1, and I'm getting to know this only after i open the package, and due to this, i have to order rotis separately and it's costing me way too much than i should be paying for one meal. Plus it's really worse when someone is really starving.",1,14,,,17.4.8
Zomato,26-05-2023 11:44,"I recently placed an order for food from ITC through Zomato, but unfortunately, the food had a sour taste and didn't meet my expectations. To make matters worse, one items were missing from my order. When I reached out to customer service to express my dissatisfaction and requested a refund or replacement, they refused to accommodate my request. I'm extremely disappointed with the level of service provided.",1,14,,,17.5.0
Zomato,19-05-2023 15:46,"Very bad experience, I used Zomato credits to pay for an order and the order value was a bit high, my first transaction got cancelled and the second transaction was successful but post that when I checked Zomato charged me twice even for the failed transaction and support executives was of no help, it has already been 5 weeks and I still have 0 response from Zomato nor has the money been refunded, beware of this scam.",1,41,,,17.4.7
Zomato,14-06-2023 08:34,"I have been ordering from zomato from quite a long time. AM HAPPY with the service they provide...delivery agents are also very polite and i get my order at right time. But sometimes i have a issue that most of the outlets show that ""no delivery agent nearby"" but where as if i open the app from a different device,i am able to order as usual. Kindly look into that. Overall zomato has provided me a good service 👁",4,10,,,17.5.3
Zomato,07-07-2023 11:31,All the resturants which i used to order from are now unavailable from zomato. And just today only none of the resturants are open to delivery on zomato. I have to rely on swiggy now. On swiggy the number of resturants are above 150 delivering to my location. But the same restaurants are not in zomato. Whats the use of my zomato gold when there are no resturants to order from. I guess being gold for 3 years now i will have to skip renewing zomato. And switch to swiggy one. Act. Its really bad,1,30,"Hi Shivkant, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",07-07-2023 12:27,17.5.8
Zomato,03-07-2023 13:34,Very huge delivery fee and huge price than restaurant. Zomato is adding price and increasing price without consent of restaurants. Also be a burden if zomato gold purchased. Even no delivery will be on time and will give 60 rs coupon where I can avail 100 from some restaurants. Also no option to chat with customer care if gold purchased.,1,1,"Hi Rahul, kindly share the restaurant details with us over a psreviewsupport@zomato.com and we will share this with the concerned team.",05-07-2023 12:18,17.5.7
Zomato,31-05-2023 08:08,"Pathetic experience. I wish if the option was given to attached the quality of food they deliver and once you complaint with pictures and video, Zomato reply we will serve you better next time. I would suggest to use swigggy once they really helpful if deliver is not good.",1,18,,,17.5.1
Zomato,19-07-2023 09:35,Worst service provider in food delivery partner worst than local restaurants delivery partners. I have ordered 2 burgers in Buy One Get One free offer but Only received One as their App suggested me to Apply a Coupon by which Buy One get One free offer lapsed. And also the order was totally wet as delivery partner didn't have delivery bag with him still I accepted the order cause I had to take medicines but after opening the order there was only one burger. Worst service I ever received,1,0,"Hi Shreetej, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",21-07-2023 11:27,17.5.9
Zomato,16-07-2023 15:23,"It an awesome Food Delivery app for me because of it's rating system and fast delivery service. But there is one thing I wanna say here, why have you guys removed single food item review system?! Double items ordered can be seen and reviewed by other but single food item ordered is not revealed in review. Anybody can give fake review about food they have never ordered. Users should see single item ordered in review system.",5,0,,,17.6.0
Zomato,14-05-2023 09:26,Charging too much for delivery and mention while placing order that if the order is not delivered in such time frame you will get the free order/ amount credited but you never give it. Fake promotion of company. When you have membership active the delivery charge shown as free in very less but when you order a product without membership your charges are exorbitantly high.,1,18,,,17.4.8
Zomato,22-07-2023 16:58,"I had a great experience with zomato except the last order I placed. I ordered icecream but later changed my mind and wanted to cancel it. The executive did not allow me to cancel. Earlier i cancelled some orders, obviously before ""food is being prepared status"" and by paying some cancellation charge. This time the executive replied the order can not be cancelled as the food will be wasted (even when the ice cream sellers prepare and store it and before ""food is being prepared"" status"".",1,0,"Hi Smruti, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",23-07-2023 11:34,17.6.0
Zomato,27-05-2023 07:37,The worst app ever. I have deleted my account just because of the service and behaviour I get. I order something and I never get the same. Item. I complain about it the executive close the ticket saying issue resolved as the restaurant is saying they have sent correct order. I shared images I shared details but still the executive say that I cannot do anything.,1,13,"Hi there, we extend our sincere apologies for the inconvenience caused to you. We'd request you to kindly write to us at psreviewsupport@zomato.com and we'll reach out to you immediately so as to resolve this.",02-03-2022 09:32,17.5.0
Zomato,24-07-2023 16:15,On time delivery. Hope Discount is given on all types of debit and credit cards. Good staff. Lots of restaurants to choose from. Amazing app,5,1,"Hi Khursheed, thank you for reaching out. We are constantly striving to improve our service / product for our customers, and your feedback goes a long way in helping us do so. Thank you once again, do keep sharing your valuable inputs with us.",17-02-2023 07:08,17.6.2
Zomato,05-05-2023 11:21,"Added one more star as Customer support has improved a lot yet the tax and delivery charges, I don't understand. When you are taking delivery charges, why do you add further taxes. Even after adding a coupon there is no benefit. The delivery charges also vary for the same place.",1,21,"Hi Neha, taxes & charges' include delivery fee, restaurant's packaging charges and GST. The amount is dependent on factors like delivery distance, restaurant's own charges, applicable discounts. Kindly click on the 'taxes & charges' button to view the details. Hope this helps address your concern",29-08-2021 07:12,17.4.6
Zomato,22-07-2023 09:18,Very bad app.. quality is totally wrost and there is no response from zomato..I get ill after eating chilli potatos because it's not fresh..when I raised a complaint there say mail us..but there is no solution of my mail... totally wrost bad... There are too many app in the market which is better than zomato,1,0,"Hi there, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.
",22-07-2023 11:51,17.5.9
Zomato,08-07-2023 07:59,"Prices are very high. I checked directly in the restaurant and your app. You increase the price in the app for the dish then along with that GST, Partner fee etc added. So sometimes it's almost 120 rs additional amount needs to give. Feels like you are trying to make unreasonable profit.",3,0,,,17.5.9
Zomato,12-05-2023 17:44,"Bogus service. No discount etc. Then you pay extra for your order, then additional tax n delivery charges. Still you don't get a decent sevice, customer service don't even bother to contact delivery partner or resturant unless asked specificly, and even then can't use common sense on what to do. Order placed at 9.20 PM, getting cancelled at 11PM due to Zomato fault only, yet don't even get refund right away. Have to wait for 7 days.",1,16,,,17.4.8
Zomato,08-07-2023 17:57,"Poor CC service. Didn't find any contact no. Or chat options to talk. So mailed them with order id, receipt, and photo. They take ages to reply. After that they asked to send the order details again saying they couldn't find my order id. I sent all the details again. Still no reply. I have uninstalled the app and decided not to use zomato again",1,5,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we’ll get this checked immediately.",21-07-2023 07:30,17.5.4
Zomato,10-06-2023 19:40,"This is the worst delivery agent. They gave me the wrong order. After complaining, they gave me a coupon worth 370, but when i am ordering the same food, i have to pay 100 extra. When i am ordering a different food which is less than 370, again i have to pay 100 more, i cant apply the whole amount. What scam is this from zomato?? Either give me the same food on same price or send me the same food.",1,12,,,17.5.2
Zomato,08-05-2023 13:31,App looks good been using this app for orders in the last 2 -3 years however i have had many instances of restaurants closed after placing the orders. Available restaurant list should be curated properly. Menu prices of restaurants are less by 25%-35% when compared with zomatp.,1,10,,,17.4.7
Zomato,28-06-2023 15:53,"Customer experience is poor in many cases. Once I received frozen food and when asked for refund the chat support ends the conversation and then they also show that the delivery guy is at the location when he's just at the restaurant waiting for food. They don't give options to give any other feedback on chat. Very poor experience. Thinking of shifting to swiggy. How can you serve properly if you won't enable proper feedback mechanism??! Editing the review just to mention ""Just Terrible""",1,10,,,17.5.6
Zomato,12-06-2023 09:34,"After using this application for 7+ years, I have had the worst experience in last 12 days, missing food items, wrong items delivered over and over again. Above that, highly unsatisfactory customer service. I was also promised to recieve a call from the customer service supervisor in 2-4 hours. It's been 5 days, still waiting on it. They do not care for their so called ""valued customers"".",1,15,"Hi Divyanshi, please write to us at psreviewsupport@zomato.com & we'll look into this asap. We also encourage you to share your feedback with the restaurant, by writing a review on Zomato.",12-06-2023 11:21,17.5.2
Zomato,21-06-2023 14:49,"Good app for food delivery. But customer support service is worst. Not able to connect with representative if any issues with order. Automated support chat is not providing proper option to resolve the issue. And only resolution provided is to send mail. And there is no customer support number. And also for gold members on time delivery coupon is not provided fully, only around 10% of amount is given as coupon that to should be used within 3 days",2,9,,,17.5.4
Zomato,12-05-2023 08:31,"Poor service. Totally replaced their service executives with a stupid bot which is incapable of providing resolution. They ask to mail the issue, but never respond to mails. Taking such high commissions on food, and still providing such pathetic service. I'd rather use swiggy, or drive all the way to get food instead than using this app ever again.",1,15,,,17.4.8
Zomato,27-06-2023 15:04,"Zomato says it has temperory disabled my account and I cannot place any order. I also have its gold membership and I'm still not able to use it's benefits as the account is disabled. Upon mailing them, they opened a ticket which was to be resolved within 72 hours, it's been past that time and still no response from their side. The ticket no. Is 23915298. Zomato has a Very bad customer support.",1,14,,,17.5.6
